,Sentence #,scenario,intent
21908,21908,general,dontcare
21909,21909,general,dontcare
21910,21910,general,dontcare
21911,21911,general,dontcare
21912,21912,general,dontcare
21913,21913,general,dontcare
21914,21914,general,dontcare
21915,21915,general,dontcare
21916,21916,general,dontcare
21917,21917,general,dontcare
21918,21918,general,dontcare
21919,21919,general,dontcare
21920,21920,general,dontcare
21921,21921,general,dontcare
21922,21922,general,dontcare
21923,21923,general,dontcare
21924,21924,general,dontcare
21925,21925,general,dontcare
21926,21926,general,dontcare
21927,21927,general,dontcare
21928,21928,general,dontcare
21929,21929,general,dontcare
21930,21930,general,dontcare
21931,21931,general,dontcare
21932,21932,general,dontcare
21933,21933,general,dontcare
21934,21934,general,dontcare
21935,21935,general,dontcare
21936,21936,general,dontcare
21937,21937,general,dontcare
21938,21938,general,dontcare
21939,21939,general,dontcare
21940,21940,general,dontcare
21941,21941,general,dontcare
21942,21942,general,dontcare
21943,21943,general,dontcare
21944,21944,general,dontcare
21945,21945,general,dontcare
21946,21946,general,dontcare
21947,21947,general,dontcare
21948,21948,general,dontcare
21949,21949,general,dontcare
21950,21950,general,dontcare
21951,21951,general,dontcare
21952,21952,general,dontcare
21953,21953,general,dontcare
21954,21954,general,dontcare
21955,21955,general,dontcare
21956,21956,general,dontcare
21957,21957,general,dontcare
21958,21958,general,dontcare
21959,21959,general,dontcare
21960,21960,general,dontcare
21961,21961,general,dontcare
21962,21962,general,dontcare
21963,21963,general,dontcare
21964,21964,general,dontcare
21965,21965,general,dontcare
21966,21966,general,dontcare
21967,21967,general,dontcare
21968,21968,general,dontcare
21969,21969,general,dontcare
21970,21970,general,dontcare
21971,21971,general,dontcare
21972,21972,general,dontcare
21973,21973,general,dontcare
21974,21974,general,dontcare
21975,21975,general,dontcare
21976,21976,general,dontcare
21977,21977,general,dontcare
21978,21978,general,dontcare
21979,21979,general,dontcare
21980,21980,general,dontcare
21981,21981,general,dontcare
21982,21982,general,dontcare
21983,21983,general,dontcare
21984,21984,general,dontcare
21985,21985,general,dontcare
21986,21986,general,dontcare
21987,21987,general,dontcare
21988,21988,general,dontcare
21989,21989,general,dontcare
21990,21990,general,dontcare
21991,21991,general,dontcare
21992,21992,general,dontcare
21993,21993,general,dontcare
21994,21994,general,dontcare
21995,21995,general,dontcare
21996,21996,general,dontcare
21997,21997,general,dontcare
21998,21998,general,dontcare
21999,21999,general,dontcare
22000,22000,general,dontcare
22001,22001,general,dontcare
22002,22002,general,dontcare
22003,22003,general,dontcare
22004,22004,general,dontcare
22005,22005,general,dontcare
22006,22006,general,dontcare
22007,22007,general,dontcare
22008,22008,general,dontcare
22009,22009,general,dontcare
22010,22010,general,dontcare
22011,22011,general,dontcare
22012,22012,general,dontcare
22013,22013,general,dontcare
22014,22014,general,dontcare
22015,22015,general,dontcare
22016,22016,general,dontcare
22017,22017,general,dontcare
22018,22018,general,dontcare
22019,22019,general,dontcare
22020,22020,general,dontcare
22021,22021,general,dontcare
22022,22022,general,dontcare
22023,22023,general,dontcare
22024,22024,general,dontcare
22025,22025,general,dontcare
22026,22026,general,dontcare
22027,22027,general,dontcare
22028,22028,general,dontcare
22029,22029,general,dontcare
22030,22030,general,dontcare
22031,22031,general,dontcare
22032,22032,general,dontcare
22033,22033,general,dontcare
22034,22034,general,dontcare
22035,22035,general,dontcare
22036,22036,general,dontcare
22037,22037,general,dontcare
22038,22038,general,dontcare
22039,22039,general,dontcare
22040,22040,general,dontcare
22041,22041,general,dontcare
22042,22042,general,dontcare
22043,22043,general,dontcare
22044,22044,general,dontcare
22045,22045,general,dontcare
22046,22046,general,dontcare
22047,22047,general,dontcare
22048,22048,general,dontcare
22049,22049,general,dontcare
22050,22050,general,dontcare
22051,22051,general,dontcare
22052,22052,general,dontcare
22053,22053,general,dontcare
22054,22054,general,dontcare
22055,22055,general,dontcare
22056,22056,general,dontcare
22057,22057,general,dontcare
22058,22058,general,dontcare
22059,22059,general,dontcare
22060,22060,general,dontcare
22061,22061,general,dontcare
22062,22062,general,dontcare
22063,22063,general,dontcare
22064,22064,general,dontcare
22065,22065,general,dontcare
22066,22066,general,dontcare
22067,22067,general,dontcare
22068,22068,general,dontcare
22069,22069,general,dontcare
22070,22070,general,dontcare
22071,22071,general,dontcare
22072,22072,general,dontcare
22073,22073,general,dontcare
22074,22074,general,dontcare
22075,22075,general,dontcare
22076,22076,general,dontcare
22077,22077,general,dontcare
22078,22078,general,dontcare
22079,22079,general,dontcare
22080,22080,general,dontcare
22081,22081,general,dontcare
22082,22082,general,dontcare
22083,22083,general,dontcare
22084,22084,general,dontcare
22085,22085,general,dontcare
22086,22086,general,dontcare
22087,22087,general,dontcare
22088,22088,general,dontcare
22089,22089,general,dontcare
22090,22090,general,dontcare
22091,22091,general,dontcare
22092,22092,general,dontcare
22093,22093,general,dontcare
22094,22094,general,dontcare
22095,22095,general,dontcare
22096,22096,general,dontcare
22097,22097,general,dontcare
22098,22098,general,dontcare
22099,22099,general,dontcare
22100,22100,general,dontcare
22101,22101,general,dontcare
22102,22102,general,dontcare
22103,22103,general,dontcare
22104,22104,general,dontcare
22105,22105,general,dontcare
22106,22106,general,dontcare
22107,22107,general,dontcare
22108,22108,general,dontcare
22109,22109,general,dontcare
22110,22110,general,dontcare
22111,22111,general,dontcare
22112,22112,general,dontcare
22113,22113,general,dontcare
22114,22114,general,dontcare
22115,22115,general,dontcare
22116,22116,general,dontcare
22117,22117,general,dontcare
22118,22118,general,dontcare
22119,22119,general,dontcare
22120,22120,general,dontcare
22121,22121,general,dontcare
22122,22122,general,dontcare
22123,22123,general,dontcare
22124,22124,general,dontcare
22125,22125,general,dontcare
22126,22126,general,dontcare
22127,22127,general,dontcare
22128,22128,general,dontcare
22129,22129,general,dontcare
22130,22130,general,dontcare
22131,22131,general,dontcare
22132,22132,general,dontcare
22133,22133,general,dontcare
22134,22134,general,dontcare
22135,22135,general,dontcare
22136,22136,general,dontcare
22137,22137,general,dontcare
22138,22138,general,dontcare
22139,22139,general,dontcare
22140,22140,general,dontcare
22141,22141,general,dontcare
22142,22142,general,dontcare
22143,22143,general,dontcare
22144,22144,general,dontcare
22145,22145,general,dontcare
22146,22146,general,dontcare
22147,22147,general,dontcare
22148,22148,general,dontcare
22149,22149,general,dontcare
22150,22150,general,dontcare
22151,22151,general,dontcare
22152,22152,general,dontcare
22153,22153,general,dontcare
22154,22154,general,dontcare
22155,22155,general,dontcare
22156,22156,general,dontcare
22157,22157,general,dontcare
22158,22158,general,dontcare
22159,22159,general,dontcare
22160,22160,general,dontcare
22161,22161,general,dontcare
22162,22162,general,dontcare
22163,22163,general,dontcare
22164,22164,general,dontcare
22165,22165,general,dontcare
22166,22166,general,dontcare
22167,22167,general,dontcare
22168,22168,general,dontcare
22169,22169,general,dontcare
22170,22170,general,dontcare
22171,22171,general,dontcare
22172,22172,general,dontcare
22173,22173,general,dontcare
22174,22174,general,dontcare
22175,22175,general,dontcare
22176,22176,general,dontcare
22177,22177,general,dontcare
22178,22178,general,dontcare
22179,22179,general,dontcare
22180,22180,general,dontcare
22181,22181,general,dontcare
22182,22182,general,dontcare
22183,22183,general,dontcare
22184,22184,general,dontcare
22185,22185,general,dontcare
22186,22186,general,dontcare
22187,22187,general,dontcare
22188,22188,general,dontcare
22189,22189,general,dontcare
22190,22190,general,dontcare
22191,22191,general,dontcare
22192,22192,general,dontcare
22193,22193,general,dontcare
22194,22194,general,dontcare
22195,22195,general,dontcare
22196,22196,general,dontcare
22197,22197,general,dontcare
22198,22198,general,dontcare
22199,22199,general,dontcare
22200,22200,general,dontcare
22201,22201,general,dontcare
22202,22202,general,dontcare
22203,22203,general,dontcare
22204,22204,general,dontcare
22205,22205,general,dontcare
22206,22206,general,dontcare
22207,22207,general,dontcare
22208,22208,general,dontcare
22209,22209,general,dontcare
22210,22210,general,dontcare
22211,22211,general,dontcare
22212,22212,general,dontcare
22213,22213,general,dontcare
22214,22214,general,dontcare
22215,22215,general,dontcare
22216,22216,general,dontcare
22217,22217,general,dontcare
22218,22218,general,dontcare
22219,22219,general,dontcare
22220,22220,general,dontcare
22221,22221,general,dontcare
22222,22222,general,dontcare
22223,22223,general,dontcare
22224,22224,general,dontcare
22225,22225,general,dontcare
22226,22226,general,dontcare
22227,22227,general,dontcare
22228,22228,general,dontcare
22229,22229,general,dontcare
22230,22230,general,dontcare
22231,22231,general,dontcare
22232,22232,general,dontcare
22233,22233,general,dontcare
22234,22234,general,dontcare
22235,22235,general,dontcare
22236,22236,general,dontcare
22237,22237,general,dontcare
22238,22238,general,repeat
22239,22239,general,repeat
22240,22240,general,repeat
22241,22241,general,repeat
22242,22242,general,repeat
22243,22243,general,repeat
22244,22244,general,repeat
22245,22245,general,repeat
22246,22246,general,repeat
22247,22247,general,repeat
22248,22248,general,repeat
22249,22249,general,repeat
22250,22250,general,repeat
22251,22251,general,repeat
22252,22252,general,repeat
22253,22253,general,repeat
22254,22254,general,repeat
22255,22255,general,repeat
22256,22256,general,repeat
22257,22257,general,repeat
22258,22258,general,repeat
22259,22259,general,repeat
22260,22260,general,repeat
22261,22261,general,repeat
22262,22262,general,repeat
22263,22263,general,repeat
22264,22264,general,repeat
22265,22265,general,repeat
22266,22266,general,repeat
22267,22267,general,repeat
22268,22268,general,repeat
22269,22269,general,repeat
22270,22270,general,repeat
22271,22271,general,repeat
22272,22272,general,repeat
22273,22273,general,repeat
22274,22274,general,repeat
22275,22275,general,repeat
22276,22276,general,repeat
22277,22277,general,repeat
22278,22278,general,repeat
22279,22279,general,repeat
22280,22280,general,repeat
22281,22281,general,repeat
22282,22282,general,repeat
22283,22283,general,repeat
22284,22284,general,repeat
22285,22285,general,repeat
22286,22286,general,repeat
22287,22287,general,repeat
22288,22288,general,repeat
22289,22289,general,repeat
22290,22290,general,repeat
22291,22291,general,repeat
22292,22292,general,repeat
22293,22293,general,repeat
22294,22294,general,repeat
22295,22295,general,repeat
22296,22296,general,repeat
22297,22297,general,repeat
22298,22298,general,repeat
22299,22299,general,repeat
22300,22300,general,repeat
22301,22301,general,repeat
22302,22302,general,repeat
22303,22303,general,repeat
22304,22304,general,repeat
